,id,title,description,director,cast,rating
10885,tt3738624,Drishya,A man takes desperate measures to try to save his family from the dark side of the law after they commit an unexpected crime.,P. Vasu,"V. Ravichandran, 
Navya Nair, 
Prabhu, 
Asha Sharath",8.3
10910,tt22176928,Uninvited for the Holidays,"A new age ""family"" Christmas comedy, a fish out of water story meets ""Home Alone"".",Joe Gawalis,"Afa Anoai Jr., 
John Bianco, 
Dan Gardenier, 
Joe Gawalis",8.3
11011,tt14554936,Trap Soldiers,A street king's empire is at stake when an ongoing feud leaves a trail of bodies and an unhinged female bent on revenge.,Arthur Muhammad,"Diamond Simmons-James, 
Adrian Lockett, 
Gabriella Arlene, 
Porsha Hall",8.2
11094,tt0205012,Dinastía de la muerte,"The Fierro family is shocked by the death of their father in a strange accident, leading one of his sons to investigate. He finds out it was murder. Done by revenge from their father's once partner, now drug lord, Don Lucio.","Raúl de Anda Jr., 
Ramón Obón, 
Rafael Villaseñor Kuri","Rodolfo de Anda, 
Mario Almada, 
Jorge Russek, 
Patricia Aspíllaga",8.0
11117,tt13056822,The Middle Men,"Two newly hired video store clerks are asked by their new boss to deliver a package to a theater across town. Unbeknownst to them, the package is truly a shipment of cocaine for a local drug kingpin.",Jack Nicoletti,"Evan Newton, 
Joshua Blanchett Jr., 
Micah McCord, 
Blake Mounts",8.2
11196,tt10741388,Creatures of Necessity,"After 13 days without receiving a ransom and their identities unveiled, everyone involved with the kidnapping of Isabella Contini, hit their breaking point.",Christian Kazadi,"Amy Lyndon, 
Dane Oliver, 
Mindy Gilkerson, 
Christian Kazadi",9.0
11250,tt3188546,The Last Night Inn,"The Last Night Inn reveals the intercutting stories of desperation, sex and deceit, which takes place at a crappy LA motel in a night of coincidences, betrayals and crime. The Last Night ...                See full summary »",John Heath,"Joe Penny, 
Suzanne Kent, 
Marlene Mc'Cohen, 
Anthony Montes",8.6
11303,tt0123390,The Miscellaneous Brigade on the Watch,In 1971 three inept petty Romanian criminals are released from prison but find themselves at the core of two money laundering and burglary cases.,Mircea Dragan,"Toma Caragiu, 
Dem Radulescu, 
Sebastian Papaiani, 
Puiu Calinescu",8.6
11305,tt10378660,The Dark Knight: The Ballad of the N Word,The Dark Knight with a twist. It's based on The Joker memes from the internet.,Liam Bilsky,Batman,8.8
11318,tt3169652,Aa Dinagalu,"Based on the non-fictional novel ""Dadagiri Dinagalu"", an affluent youth is dragged into the 1980s Bangalore underworld to save his love from his conspiring father.",K.M. Chaitanya,"Chethan Kumar, 
Archana Shastry, 
Sharath Lohitashwa, 
Ashish Vidyarthi",8.4
11354,tt2797926,Fallen Angels,"Desperately trying to live normal lives after a practical joke escalates to murder, four young men one by one begin to crack under the pressure of the secrets they share.",Luke Mordue,"Alex Steedman, 
Luke Mordue, 
Nathaniel Francis, 
Jaymes Sygrove",8.1
11385,tt15876726,Mr. X,"An international Nigerian drug smuggler blackmails air hostesses to smuggle drugs through flights. When a beautiful air hostess is murdered, her sister wants to find out the truth. Will she find the man responsible?",Jubair,"Lohit, 
Pavani, 
PreethiSundar",8.0
11471,tt14510258,Yusif,"Shows the life of a 25 years old youth, who has an illness called Dream Reality Confusion. Yusif Ibrahim is a university student who studies Arabic literature in Beirut, he suddenly starts ...                See full summary »",Kazim Fayad,"Houssein Haidar, 
Fayez Kazak, 
Khitam Al Lahham, 
Wissam Sabbagh",9.0
11499,tt1553086,Muttnik,"Samuel, a serial killer and the feral boy-dog Muttnik hunt down and kill people that abuse and murder animals. When a runaway teenage brother and sister, and an escaped convict and his ...                See full summary »",William Szarka,"Ryan Berkun, 
Bobby Catrini, 
Jeremy Fernandez, 
Britta Gigliotti",9.5
11509,tt19638504,Dhwani,"The plot captivates the viewer with its special screenplay by unfolding multiple twists, keeping the audience engaged throughout the movie. The story revolves around a mysterious and brutal...                See full summary »",NagaDurgaRaoSana,"VinayPanigrahi, 
SwathiMandi, 
TrinadhVarmaKalidindi, 
RavindraReddy",8.9
11524,tt14469318,Out of Breath,"After a confrontation leaves a racist police officer dead, charismatic out-of-work actor Jean-Michel tries to convince Audrey, a hip street photographer, to flee the city with him.",Christian Carroll,"Mario C. Brown, 
Christine Spang, 
Jeffrey Grover, 
Bonnie R. Jones",8.9
11588,tt11316996,A Touch of Vengeance,A hitman's life becomes more complicated after an easy job takes a turn for the worse.,Jordan-Kane Lewis,"Leona Clarke, 
Martin Nadin, 
Steven Wardle, 
Ian Hodson",8.9
11625,tt11023422,Anya The Other,The film is about human trafficking. An attempt has been made to explore a realistic hard core issue in society today and expose the sordid truth behind it.,Simmy Joseph,"Atul Kulkarni, 
Prathamesh Parab, 
Tejashree Pradhan, 
Raima Sen",8.3
11700,tt15457614,Siddy,A young law graduate Siddarth (Aji John) who is working in a Law journal firm feels frustrated by the miss-deeds and the illegal activities of the people around his area and one day he also gets involved with these people.,Pious Raj,"Aji John, 
Rajesh Sharma, 
Akshaya Udayakumar, 
I.M. Vijayan",8.2
11711,tt7232940,Herobrine Origins: The Movie,Will Steve learn to control his powers? Or will he kill everyone in the world?,Will Evans,"Dane Dimension, 
Paul Hikari, 
Paul Giannotta, 
Mavis",8.0
11876,tt14675732,Vice City,"In Miami Beach, Vice City, a local young hustler and his ride or die girlfriend, is determined to make a come up like a drug cartel, but everything gets real over money and diamonds.",Twant Lavish,"Twant Lavish, 
Valarie Moscato, 
Christa Reday, 
Dayveontay Pedraza",8.7
11901,tt11143304,Moksha,Moksha is a suspense thriller revolving around a sinister masked man and the mystery around his identity. Who is this Mask-Man? and what he is going to do? lies the crux of the film. With a...                See full summary »,Samarth Naik,"Mohan Dhanraj, 
Thaarak Ponnappa, 
Aradhya Laxman, 
Bhoomi Agnani",9.3
11975,tt1248960,The People v. Leo Frank,"[no spoilers] In 1913, little Mary Phagan is found dead at the National Pencil Factory in Atlanta. Police quickly decide that the Jewish Superintendent, Leo Frank, should be held ...                See full synopsis »",Ben Loeterman,"Will Janowitz, 
Seth Gilliam, 
Jayson Warner Smith, 
Steve Coulter",8.0
12060,tt20258916,Muqaam,Muqaam is inspired by the daily news stories of love and betrayal which we come across in the society. The society has almost become insensitive towards these issues because of the sheer ...                See full summary »,Umaa Prakash Tiwari,"Aditi Awasthi, 
Sandeep Bose, 
Alok Chatterjee, 
Neelam Pandey",8.0
12111,tt7070638,Bloody Romeo,"Some mysterious events are the talk of the town. Amongst these strange incidents there is an introvert, soft hearted guy Romeo; he is happy being single until one day he meets Layla.",Mukesh Asopa,"Akshay Asopa, 
Mukesh Asopa, 
Natalie DP, 
Richard Cole",8.0
12112,tt0191456,Simhasan,"When Chief Minister of Maharashtra gets an anonymous call to warn him against possible rebellion in his party, all is not well. The current government is being questioned by opposition on a...                See full summary »",Jabbar Patel,"Mohan Agashe, 
Suresh Bhagwat, 
Datta Bhatt, 
Satish Dubhashi",8.2
12143,tt7564016,Chase in the dark,"Conflicted, troubled individuals search for ways to get over their personal and professional turmoil and their lives come across and intersect with each other with such incidents that change their life forever!!! Chase subtly touches many grave issues and gives a strong message that no matter what happens, giving up and running away is not the answer!",Vilok Shetty,"Radhika Narayan, 
Avinash Narsimharaju, 
Sheetal Shetty, 
Rajesh Nataranga",8.7
12244,tt0795362,Cowboy Smoke,Joe's a suburban convenience store clerk with big dreams of becoming a cowboy so he packs his boots and relocates to South Texas to learn from the real deal. His idea of the mythic cowboy is quickly shattered however when he finds himself holed up in a town that survives on a human smuggling trade.,Will James Moore,"Mike Lutz, 
Chad Mathews, 
Matthew T. Johnston, 
Estella Perez",8.8
12336,tt6289902,Hije,"Several homicides have shocked an Albanian small town. Gangs of the same criminal band have been murdered within a night. The prosecutor is investigating the case, while interrogating the ...                See full summary »",Jotti Ejlli,"Alfred Trebicka, 
Genti Kame, 
Egla Ceno, 
Antonio Kodrinaj",9.7
12357,tt5001454,Dream Lock,Over the course of three dreams a man foresee events about to occur not realizing his ability to influence a physical activity without physical interaction.,Vishal Raaj,"Nikkesha, 
Faisal Sayed, 
Neetu Singh, 
Trisha Singh",9.5
12369,tt8191742,Let's Kill Mom,"Two estranged siblings, Chuck and Lily, reconnect as adults to plot the murder of their mother Pearl in hopes of using the inheritance to smooth out their life problems. Hilarity (and carnage) ensues.",Buddy Ketelle,"Madison Laird, 
Logan Ward, 
Tim Hogle, 
J.R. Brown",9.0
12393,tt0192566,Samna,"Wealthy and influential Hindurao Dhonde Patil finds a homeless drunk, brings him home, looks after him, feeds him, finds a room for him, gets him employed, calls him Master, and even finds ...                See full summary »",Jabbar Patel,"Nilu Phule, 
Shreeram Lagoo, 
Smita Patil, 
Mohan Agashe",8.5
12478,tt0111596,Vazir,"After taking over as the Personal Assistant of Chief Minister Babusaheb Mohile, ambitious Purshotam Kamble then starts forging a place for himself with an agenda to seek power. He then gets...                See full summary »",Sanjay D Rawal,"Kamal Adeep, 
Kamal Adib, 
Pratibha Amrutey, 
Varda Baal",8.1
12491,tt9277762,Baaram,"Karuppasamy, a watchman, lives with his sister, Menmozhi, and her family in Tamil Nadu. Early one morning, Karuppasamy is involved in a hit-and-run accident and breaks his hip. 8 days later, he is dead. How did Karuppasamy die?",Priya Krishnaswamy,"Adhini, 
Ajith, 
Atulya Anand, 
Anjali",8.0
12541,tt8226508,Kottayam,A police officer is found raped and murdered but political machinations force the investigating team to act in a manner which denies justice to the family. The search for the culprits takes the team to the borderlands of India and China.,Binu Bhaskar,"Sreenath Janardhanan, 
Chinnu Kuruvila, 
Ravi Mathew, 
Aneesh Menon",8.0
12703,tt6426022,The Customer,A small-time heroin dealer attempts to get out of the business unscathed after his police officer brother overdoses on his product.,Brigham Futterer,"Austen Alexander, 
Amanda Milligan, 
Jake Zabusky, 
Reece Presley",8.9
12709,tt0295854,Angela Markado,"A waitress is repeatedly gang-raped, humiliated, and left for dead by five men whom she systematically hunts down to seek revenge.",Lino Brocka,"Hilda Koronel, 
Johnny Delgado, 
Celia Rodriguez, 
Rez Cortez",8.2
12713,tt24990632,AYL!N,"AYL!N tells a story spanning 1998 to our current day; is an 83 minute crime, mystery, drama movie and shot by 97 people crew's own means. Mert Gungor written the movie AYL!N, also took the directors chair in the movie.",Mert Gungor,"Tugce Alsac, 
Huseyin Ceran, 
Inci Kutgun, 
Esra Nur Meral",8.8
12791,tt2167875,Sans pudeur ni morale,"In this world of media, where you can film someone's private life or the worst acts of violence, 'No Pain No Shame' breaks through the boundaries between reporting and cinema. Issa, a young...                See full summary »",Jean-Pascal Zadi,"Frederic Kossa, 
Lotfi Labidi, 
Yves Gale, 
Achraf Mhoumadi",8.0
12830,tt1558579,Notes from the New World,"""Notes From The New World"" is a contemporary retelling of Dostoyevsky's novella which unfolds in Los Angeles where dreams and harsh realities collide. It is a place where almost everyone ...                See full summary »",Vitaly Sumin,"Rebecca Light, 
Natasha Blasick, 
Nathanael Theisen, 
Jerry Prager",8.1
12913,tt8220504,Barood,"Vikram Baruah, an honest police officer takes on a cold blooded son of a rich man, Rahul Bejboruah.",Munin Barua,"Jatin Bora, 
Tapan Das, 
Ravi Sharma, 
Biju Phukan",8.5
12939,tt15557314,Itlu Amma,"On a stormy night, a young boy named Venu gets stabbed. The police are of no help, so his mother, Balasaraswathi, sets out to look for him all by herself.",C. Umamaheshwara Rao,"Revathi, 
Krishna Murali Posani, 
Ravi Kale, 
Mihirah",8.3
12958,tt7621106,Gini Avi Saha Gini Keli,Mainly due to its depiction of the emerge of gang-based violence in the country.,Udayakantha Warnasuriya,"Jackson Anthony, 
Sriyantha Mendis, 
Palitha Silva, 
Mahendra Perera",8.3
12971,tt4625030,Be Somebody,"Richard is a writer who travels from New York City to Detroit, Michigan to complete an overdue novel. Although he is under increasing pressure from his publisher, Richard's daydreaming is ...                See full summary »",Don Overton,"Harley Wallen, 
Connie Kincer, 
Cisco Reyes, 
Melvin Jackson Jr.",9.2
13002,tt12572972,Il maledetto,A small time bandit climbs the mob's hierarchies up to the top but succumbs to his unlimited ambitions's madness.,Giulio Base,"Ileana D'Ambra, 
Nicola Nocella, 
Roberto Negri, 
Cinzia Clemente",8.0
13009,tt1836872,Not in My Backyard,Middle-Eastern high school math teacher AMIR encounters small town prejudice when he is hired to prep the 6-student math team for a shot at the International Math Olympiad. His unlikely ...                See full summary »,Iyad Hajjaj,"Iyad Hajjaj, 
C. Ashleigh Caldwell, 
Lonnie 'Lono' Woodley, 
Nick Afanasiev",8.3
13072,tt13231270,Nirbandham,The movie delves into the psychology of rapists while also depicting the heart wrenching darker aspects brought out by the lockdown during coronavirus pandemic.,Bandi Saroj Kumar,"Bandi Saroj Kumar, 
Anil Kumar, 
Alysha Melani, 
Soumya Naidu",8.4
13083,tt25392760,Bluff,"A suspect of murder goes ""by hook or by crook"" way to prove himself not guilty.",Ravikant Narayan,"Kuldeep Singh, 
Rakhi Nagar, 
Puneet Kunchhal, 
Moni Shankar",9.7
13119,tt2050589,Out of Touch,"Two men, a former ministry chief and his business partner, have less than 48 hours to save their jobs and reputations. An absurd chain of events threatens to destroy everyone in this fast paced crime thriller.",Andy Deliana,"Gentjan Zenelaj, 
Rozi Kotani, 
Laertis Vasiliou, 
Tatiana Cotiuba",8.1
13141,tt0464032,"Guns, Drugs and Dirty Money","As this caper unfolds you will experience cool riffs, tattoos, excessive drug use, brief nudity, extremely strong language, mayhem, murder and a hail of gunfire.",John Anton,"Anthony Moscato, 
Alex Safi, 
Jason Waugh, 
James Hyde",8.0
