,id,title,description,director,cast,rating
12745,tt5201570,Taka Ana Pai,"A lawyer, son of a local decorator wedding cook, unwillingly got married with a rich father's goofy daughter & bring curse to his family.",Babul Chowdhury,"Abdur Razzak, 
Bobita, 
Shaukat Akbar, 
Rawshan Zamil",8.5
12914,tt2808236,In Search of a Nation,"2014, according to the United Nations High Commissioner for Refugees there are 51.2 million people forcibly displaced across the world. Among them, 120,000 refugees are from Bhutan.",Prakash Angdembe,"Hemanta Budhathoki, 
Baboo Bogati, 
Meena Koirala, 
Aruna Karki",8.3
12921,tt1560701,The Death of Richard Young,"Richard Young, a man in his early 40s, is diagnosed with testicular cancer and spends the week leading up to his surgery trying to reconnect with his estranged children and wife and learn what it means to live a full life.","John Henry Hinkel, 
Kieran Scarlett","James Sutton, 
Kimberly Jürgen, 
Anna Hartman, 
Brian Regan",8.7
12939,tt0107720,Nyomkeresö,This children's fable follows the imaginary and real adventures of a boy who is enraptured by the enticing fables of James Fenimore Cooper which portray the romance of the wilds of America ...                See full summary »,Eszter Tóth,"Hugó Gruber, 
Gojko Mitic, 
József Szarvas, 
Sándor Téri",8.2
12992,tt21059328,Prince Oak Oakleyski Andronovo,"It's a Family sort of genre, plus strong vibe of Drama improvised with ebullience of togetherness when Prince Oak Oakleyski, Akim Rakhimov, and other members of Andronovo tradition assembled together in one tribe educating modern routine.","I. Kolyada, 
Prince Oak Oakleyski","Auttanun Jampreechar, 
Olga Kolyada, 
Prince Oak Oakleyski, 
Akim Rakhimov",9.8
13017,tt12489826,WMTv17,"WMTv17 is a Video Tv Program formed by a singer and songwriter ""Wendo Musaly"" on April 02, 2020. It's based on producing music worldwide and labeling music.","Wendo Mbilizi, 
Wendo Musaly, 
Wmm Record","Mudibu Bisengeta, 
Apolina Mbilizi, 
Lumière Mbilizi, 
Salama Mbilizi",9.1
13031,tt2274290,The Pony Man,"His job: outsourced. His home: commandeered by his couch-potato daughter. But Ed Heller's not losing hope. Inspired by a charismatic street clown, Ed's decided to reinvent himself. With a ...                See full summary »",Lisa Renee Wilson,"Dennis Moore, 
Debbie Wooten, 
Lisa Renee Wilson, 
Jonah Martin",8.6
13051,tt5013868,13 Number Feku Ostagar Lane,"In a home, hassle was a daily routine between homeowners and lodgers. The lodgers & their servant was determined that they wouldn't pay their rent. Both of them separately called in their brother & sister to rise courage in quarrel.",Bashir Hossain,"Baby Zaman, 
Sujata, 
Sirajul Islam, 
Sumita Devi",8.5
13066,tt1593670,Driver's Ed Mutiny,Follows three teenagers from Chicago who hijack their driver's ed car and embark on a journey down Route 66 to get to Los Angeles.,Brad Hansen,"Hunter Johnson, 
Jillian Riley, 
Kyle Miller, 
John Snipes",8.2
13071,tt6371792,A Happy Married Life,"A carefree youngster grows up facing severe criticism regarding his lack of academic ability. When he wishes to get married, he is faced with many rejections on the basis of his lack of ...                See full summary »",Aanand Vathar,"Vardhan, 
Sumana, 
Tvisha Teju",8.6
13133,tt5097148,This Love,Ex-sweethearts are forced to reunite this Christmas when an eccentric billionaire threatens to buy out their seaside Caribbean town.,Asha King,"Chris-Ann Graham, 
Taromi Lourdes Joseph, 
Chike Pilgrim",8.0
13169,tt0056114,Die Jagd nach dem Stiefel,"In the winter of 1932 a communist pioneer leader was found slain in a working class district of Berlin. The police tried to blame the communists for the murder and arrested the dead man's friend and comrade, Kurt Büttner.",Konrad Petzold,"Günter Naumann, 
Wolfgang Böhme, 
Mathias Böhme, 
Stefan Lisewski",8.0
13206,tt0250457,Kalle wird Bürgermeister,"Two juvenile gangs, the 'Cowboys' and 'Indians', are at war. When they set a hut on fire they are 'sentenced' to build and govern their own 'city for children'. But the Indian chief, without remorse, leads his braves into one more battle.",Fritz Genschow,"Wolfgang Condrus, 
Fritz Genschow, 
Reinhard Kolldehoff, 
Ernst Stahl-Nachbaur",8.4
13212,tt2170401,Finding Home,"An emotional tale about a man named Noah searching to find himself after learning his dad has been diagnosed with terminal cancer. After befriending a homeless man, he quits his 'normal' ...                See full summary »","Brett Andrew Christiansen, 
Ryan Webber","Michael Gordon, 
Michael Empson, 
Victoria Mullen, 
Marjorie Budzynski",8.1
13270,tt3426866,Broken,"Lisa, an emotionally strong and driven woman who loses her will to go on, when everything she has worked long and hard for, was imperiled due to a night of drunken and unbridled passion.",Courtney Everette,"Lauren Marissa Smith, 
Bennie Lee, 
Kara Young, 
Neil Pearl",8.1
13295,tt2835520,2 Little Indians,"SYNOPSIS The movie begins with the parents shifting along with their kids to a beautiful house on the outskirts of the city, to give the kids a better life style. The situation gets funny ...                See full synopsis »",Ravi Bhatia,"Ravi Bhatia, 
Ronak Bhatia, 
Kamal Chopra, 
Kurush Deboo",8.0
13310,tt0127348,Vrijmarkt,"A boy is found in a container in the harbour. He does not speak a word of Dutch and is taken to a reception centre for refugees. He does not want to speak, but he starts drawing. In the ...                See full summary »",Hans Hylkema,"Mohamed Jango'An, 
Stephanie van der Schley, 
Anneke Blok, 
Patrice Changkanyuka",8.3
13316,tt1823239,The Mischievous Adventures of Brody Hayes,"Mischief and adventure surround two middle schooled aged boys and their friends as they encounter unusual and memorable characters. After a brief encounter with an eccentric old man, they ...                See full summary »",Warren McLemore,"Josh Monis, 
Brian Kirkwood, 
Heidi McDonald, 
Philip Spratt",8.0
13408,tt10014132,Jai Chhathi Maa,"Chhathi Maa, a very popular goddess having a strong emotional attachment with more than 21 crore people staying in Bihar, Jharkhand, Uttar Pradesh, Delhi, Mumbai, Punjab, Bengal, Assam, ...                See full summary »",Murari Sinha,"Preeti Jhangiani, 
Ravi Kishan, 
Gurleen Chopra, 
Rahul Jain",8.7
13434,tt0470090,Sobachye shchastye,"Dog's happiness is at it's highest, when this poodle named ""Malysh"" is together with his best friend Andryusha (played by Dima Mosolov).","Nana Kldiashvili, 
Aleksandr Zguridi","Dima Mosolov, 
Aleksandr Ovchinnikov, 
Nikolai Yermakov, 
Nadezhda Butyrtseva",8.2
13458,tt2371325,Fields Afire,"A team of misfit kids playing at a baseball park are caught in a meteorite strike that burns the fields, leaving them unharmed but believing they are endowed with special powers.",Will Underwood,"Kyle Cody, 
Britton Stoeckel, 
Madeleine Ausburn, 
Philip Clement",8.0
13489,tt21337958,MAATI 2 Kahani kisaan ki,"This film is about the child of a farmer laborer wants to study, In todays era, technology is most important for farmer so that they can do farming and the farmer can become self-sufficient by producing good crops.",Sanu Dhanraj,"Shatru Aarya, 
Sanu Dhanraj, 
Ram Janki, 
Pritam Mungeriya",9.4
13508,tt1506994,Woman from the East,A hard hitting realistic film on human exploitation issues in the underbelly of rural India.,Jeett Matharu,"Pakhi Hegde, 
Sukhbir Singh Batth, 
Nirmal Rishi, 
Jeett Matharu",8.7
13584,tt1966534,Neben meinem Bruder,"Two identical twin brothers are raised by their traumatized father as one person. They go separately to school, sleep in the same bed and listen to the same name Thomas. The brothers look ...                See full summary »",Markus Englmair,"Jodie Ahlborn, 
Steven Cloos, 
Michael Hase, 
Anja Karmanski",8.0
13605,tt8905766,Sinterklaas & Het Pieten Duo: Het Gestolen Speelgoed,This year everything seems to be according to plan for Saint Nicholas and his helpers. Suddenly two bad guys escape from jail and steal all the toys. They must find the toys back. Will they be able to find them back before December 5th?,Niels Groffen,"Jeroen van Gelder, 
Brian Ligthart, 
Annika van der Vegt, 
Yvon Noltes",8.4
13713,tt2958944,Ode in Blood,Two men form opposite corners of the world are thrown together by circumstance. They begin to forge a kinship in spite of their differences that is put to the ultimate test where death and ...                See full summary »,Rea Rangaka,"Bambadjan Bamba, 
Garret Sato, 
Masa Kanome, 
Kazumi Zatkin",8.7
13989,tt10152332,Tujhich Re,A girl from hindu family falls in love with a christian guy who belongs to the middle class christian family.They gets drown to the unexpected uncertainty.Will they get success or the death falls them apart .,Pravin Raja Karale,"Priyanka Yadav, 
Akshay Kambli, 
Milind Gawali, 
Sumukhi Pendse",8.8
14016,tt0862465,The Sofa,It's a week before Christmas and 8 year old Barry Harris is about to do something terrible. Something completely and utterly unforgivable.,Marcus Shepherd,"Malcolm Boyle, 
Jim Duffy, 
Tommy Duffy, 
Natalie Giles",8.6
14019,tt3164364,The Family Outing,"It is the morning after a big family wedding, and everyone seems to be unloading their problems at Kelly's door. Except for Jamie. He wants his problems safely locked away, but his wife has...                See full summary »",Ben Edmond,"Eileen Critchley, 
Melanie Dean, 
Ben Edmond, 
Charles Edmond",8.5
14034,tt6451346,Rabeya,"During Bangladesh's liberation war against Pakistan in 1971, in a remote village Rabeya and Rokeya, two orphan young sisters lived in the religiously conservative household of their uncle ...                See full summary »",Tanvir Mokammel,"Banna Mirza, 
Iqbal Ahmed, 
Tauquir Ahmed, 
Abdul Aziz",8.2
14089,tt0496999,Isa-dalawa-tatlo: Ang tatay kong kalbo,Medel (Bembol Roco) is a petty thief who gives his earnings to his neighbors who needs it but his felonious activities stopped when he marries Frieda (Beth Bautista) and adopts Bimbo (Niño Muhlach).,Fely Crisostomo,"Niño Muhlach, 
Bembol Roco, 
Beth Bautista, 
Allan Muhlach",8.9
14093,tt13304702,Gharamat AlFaqr,When the time comes to make a comparison between our value from a people's point of view and our value from God's viewpoint.,Raed Hanna,"Marya Nasser, 
Johny Jabra, 
Jumana Malas, 
Hiba Hattar",9.2
14144,tt2359271,Safe by My Side,"Surviving on the edge of poverty in the pristine jungles of the upper Amazon, Sergio and his younger brother Micos scrounge a living, dreaming of sailing. Faced with separation by adoption,...                See full summary »","David Williams Lamb, 
Joshua Lamb","Ben Andrews, 
Mauricio Cruz, 
Cindy Lemos, 
Lenin Ushinia",8.0
14168,tt5358316,The Dog,"Director Lam Can-Zhao leads a small film crew as they shoot a film about a stray dog in the streets of Guangzhou, leading viewers into an unpredictable, peculiar and incredible journey.",Can-zhao Lam,"Cao Cao, 
Li Hengyi, 
Tian Jinggang, 
Zhou Lexin",8.5
14184,tt11903166,My Wife's Friend's Wedding,"Full movie based on TV-series ""My Wife's Girlfriends""",Giorgi Liponava,"Kakha Abuashvili, 
Giorgi Barbakadze, 
Zuzu Bejashvili, 
Maka Dzagania",8.3
14255,tt8071058,Chena Premer Golpo,Vicky a son of a rich industrialist falls in love with Roma the maid of his house.,Narugopal Mandal,"Arindam, 
Arindam Chatterjee, 
Vicky Deb, 
Noorjahan",9.2
14262,tt1789935,The Book and the Cover,A short film about judging people by how they look.,Mark Callum,"Rory Gallagher, 
Sarah Duncan, 
Mark Callum, 
Nathan Head",8.4
14361,tt3778756,Nomadic Childhoods,"3 stories, 3 countries. Tibet, Mongolia, Siberia. Nomad children fill a hostile world with their wishes and their dreams. At major cross-roads in their lives, they are confronted by love, danger and death.",Christophe Boula,Sonam Wangmo,8.1
14396,tt2657636,A Beating Heart and Cracked Ceiling,"Sarah is a Christian woman, She tells about the time she almost fell in love. Sarah also reveals personal memories about loved ones. Sarah Woodland is a complicated woman whose story goes between past and present experiences.",Cora Clifford,Cora Clifford,8.1
14433,tt2293588,He Heard My Cry,"Jay (Trell Woodberry) is faced with a dilemma while torn between two best friends, his fiancé' allege infidelity/pregnancy, and the new apple in his eyes must make a decision between heaven and hell.",Ervin Riggs,"Gabriel D. Angell, 
John J. Jordan, 
Kytia L'Amour, 
Kelicea Meadows",8.2
14488,tt5892092,Jhorer Pakhi,A bank officer being absconder of bankruptcy and his colleague's murder seeks way to get rid of the punishment.,C.B. Zaman,"Abdur Razzak, 
Shabana, 
Khan Ataur Rahman, 
Nargis",8.8
14511,tt0298134,Rrethimi i vogël,"Agron is appointed chairman of the committee, but with the new task come great hardships that make him pass challenges related to the demands of his relatives in the new job",Saimir Kumbaro,"Timo Flloko, 
Sulejman Pitarka, 
Violeta Manushi, 
Kadri Roshi",8.1
14543,tt1748123,More Than Diamonds,"Alexander Morentsen is a twelve-year old who has always wanted to be a hero, but when he finds a clue leading to a stolen heirloom, he discovers that being a hero will make greater demands of him than he ever imagined.",Grant Skellenger,"Gregory Humphreys, 
Lisa Justice, 
Robert Alexander, 
Bob D. Caterino",8.6
14670,tt0179672,Bendita seas,María has a powerful reason to hide the fact that she is Enrique's mother.,Luis Mottura,"Mecha Ortiz, 
Enrique Serrano, 
Guillermo Battaglia, 
Domingo Alzugaray",8.0
14863,tt2308493,Becoming Sophie,"Sophie Camus (Mallory Caillaud-Jones) is in her senior year of high school, when she finds out that her mother has been lying to her about having family in France. High school drama and ...                See full summary »",Alyson Caillaud-Jones,"Jazzy Benson, 
Erin Blackburn, 
Anne Caillaud, 
Pierrette Caillaud",8.6
14949,tt2807032,Vimukthi,"Madhavi is a lone daughter of Keshavarao, an exponent of the traditional Mysore paintings. Denied of motherly love very early in the life, Madhavi develops a strange feeling for her father ...                See full summary »",P. Sheshadri,"Aravind, 
Bhavana, 
Hoda, 
Ramakrishna",8.3
15017,tt0236021,Bhaiyya,"Parmanand lives a poor lifestyle in a village along with his widowed step-mother, Maya, and her two children, a son, Murli, who is studying in a Bombay college, and daughter, Kamla. ...                See full summary »",Phani Majumdar,"Tarun Bose, 
Vijaya Choudhury, 
Gopal, 
Helen",8.6
15043,tt0813988,Abbie Girl Spy: Timepiece,"Abbie Walker knew from the beginning that solving mysteries was her destiny. Little did she know, however, that a secret government agency watching her every move -- waiting for the day ...                See full summary »",Darren J. Butler,"London Clark, 
Catie Duffey, 
Sarah Shea, 
Blake Shepard",8.6
15055,tt5822342,Kerala Paradiso,"Five movie buffs racing against time, trying to save the only theatre in the village from being locked down.",Bijoy Lona,"Murali Mohan, 
Kalesh Ramanand, 
Rajagopalan P, 
Beena Varghese",8.6
15262,tt0478319,Vitalii Bianki,"Writer Vitalii Bianki's unusual calendar of events in the forest - ""Lesnaya Gazeta"" (Forest Newspaper, a collection of stories about wild life ). Stories by Bianki are presented by Pyotr Shelokhonov.",Oleg Yeryshev,"Pyotr Shelokhonov, 
B. Karpova, 
Rem Lebedev, 
Lev Lemke",8.3
15314,tt1701180,The Old Livingston House,"Teens try to get clues for a treasure to the rightful owner. The bikers are chasing them trying to take it away, and a crazy lawyer who mixes reality and a computer game gets involved. The rightful owners are revealed in the end.",Jeffery Lamb,"Ashley Baker, 
Bubba Baker, 
Emily Ann Cecil, 
Barry Corlew",8.0
15321,tt2413396,Men with Arms,A reclusive young clock repairer breaks free of his father's yoke and discovers himself through the sounds of New York City.,"Joey Fishman, 
Gabriel Lyons Loeb, 
Matt Spevack","Benjamin Leasure, 
Daniel Martin Berkey, 
Helyn Messenger, 
Michael Jefferson",8.2
15425,tt3954068,Enakkul Oru Devathai,Its a love story. Satya sacrifice his life for Priya who sacrificed her life for her village.,Buvanjibharat,"Buvanjibharat, 
Jessy, 
Karna, 
Vijiith",8.3
15491,tt3225656,Falling Backwards,"Falling Backwards tells the story of a father trying to save his son from drug addiction. When every positive turn ends up at a dead end, his limits are tested and he is forced to go to the extreme to rescue his only child from himself.",Kenny Latimer,"Davis Aguila, 
Young-Charles Alexander, 
Deborah B, 
Timothy Kane Benner",8.1
15546,tt2294475,Alegalu,"Seeking divine intervention, in a bid to solve their problems, two nine year old boys, get lost in the sea in a small dinghy.",Prithvi Konanur,"Manohara Bhat, 
Abubakar Siddiq, 
Vijayalakshmi, 
Satish Acharya",8.3
15554,tt2808964,Blue Boy,"A coming of age drama set in Texas, about a suburban teen boy, estranged from his family, who enlists the help of his dysfunctional friends to become a professional motorcycle racer.",Alessio Di Zio,"Aimee Collins, 
Chloe Jenner, 
Amber Lang, 
Kevin Blance",8.4
15616,tt2145778,Le monde doit m'arriver?,"Between fear of success and a tricky break-up, Ludovic is beyond all hope as he is getting close to the 30's stage. His unexpected meeting with a sick child, Raphael, shakes up his daily life and his future approach. Together, they go after their dreams...",Jonathan Taieb,"Alex Skarbek, 
Jeremy Taieb, 
Sabrina Nouchi, 
Georges Martin-Censier",8.4
15738,tt7124740,Akkammana Bhagya,The film Akkammana Bhagya is about an ill-fated village woman and her struggle towards the welfare of her family. The story is set in an Indian village from the preindependence era and deals with woman's empowerment.,C V Nandeeshwar,"Narayan Bhatt, 
Prem Dinakar, 
Mohan Rao Harnahalli, 
Sampath Kumar",8.2
15761,tt2015336,Christmas Snow Angels,A young girl is dealing with the death of a loved one and dealing with the holidays. Her family is dealing with her and the craziness of the Christmas Holidays.,Richard M. Siggins,"Michael Zambelli, 
Davina Reid, 
Lai Loni Morales, 
Mckinnley Nelson",8.5
15858,tt0251097,Glory Days,"Steve Street is about to lead his Highschool Football team to the City Championship, when he's diagnosed with cancer.",David Jamison,"Jim Fitzpatrick, 
Larry Brodsky, 
Alan Bowers, 
Sean Grady",8.0
15949,tt1666586,Bridge,"Debut film from director Mike Noel. Bridge is a film that asks the internal question: What connects us all together? Janelle is a boisterous, biracial young teenager who is being raised by ...                See full summary »",Mike Noel,"Mordecai Brownlee, 
Aaron Dance, 
Julia Martin, 
Ndidi Ogah",8.1
15988,tt0256648,Bhale Ammayilu,"Rao cheats Girija. So her sister Saroja decides to teach him a lesson. In this process, she falls in love with Anand.",Vedantam Raghavaiah,"N.T. Rama Rao, 
Savitri, 
Seeta Rama Anjaneyulu Chilakalapudi, 
Girija",8.2
16027,tt0371701,The Gypsy Years,"The story of a group of friends immediately post college, living in their working class hometown, just outside of Boston. A town on the edge of hip, and this side of trendy, but full of ...                See full summary »",Rebecca Cook,"Matthew Del Negro, 
LG Taylor, 
Jacqueline Anderson, 
Christopher Jewett",8.0
16047,tt1504694,Putaani Party,A group of elected representatives of kids in a small village find their own voice when they outsmart their adult counterparts to set right those things that they think are undesirable to their constituency.,Ramchandra P.N.,"Sharad Anchatgiri, 
Aarthi Deshpande, 
Pawan Hanchinaal, 
Basavaraj Illegere",8.0
16125,tt5101976,Mrittika Maya,"Khirmohon is an old man and a potter by profession. All his life, he has struggled to keep his head above water and now is the owner of his own pottery house and a banyan tree. His two sons...                See full summary »",Gazi Rakayet,"Raisul Islam Asad, 
Titas Zia, 
Shormy Mala, 
Lutfur Rahman George",8.1
16311,tt2366182,Petite Chardonnay,"An endearing and heart touching story about Michael, his relationship with his father, his daughter, his wife, and his own mortality as he returns home after 25 years. Bitter, disappointed,...                See full summary »",Gerry Davenport,"Michael Klemp, 
Gretta Sosine, 
Charlie Merlo, 
Gary Conover",8.0
16347,tt8389906,Hinsa Par Vijay,Hinsa par Vijay is a film that depicts a journalist finding out that the holy book Gita is being misinterpreted by criminals supporting their acts of revenge as Dharm Yudh. And how a Brahmakumari Didi busts their myths and transforms them.,Kunal Kumar,"Vicky Ahuja, 
Samiksha Bhatt, 
Sanjay Swaraj",8.7
16434,tt3482292,Vees Mhanje Vees,"Shailaja Vaidya, a Final Year Engineering student returns to her village, Shibarga, to fulfill the promise she has made to her ailing father Annaji Vaidya. The promise is to reopen the ...                See full summary »",Uday Bhandarkar,"Shivaji Barve, 
Rajan Bhise, 
Aditi Devlankar, 
Mrinmayee Godbole",8.0
16477,tt0311596,Oigye uloiyong,Aliens attack in order to prevent a scientist from completing his work on the Thunder Dragon. Earth is defended by Princess Alang and the aliens of Castle Elma,Sun-deok Bang,"Hyeon-gon Kim, 
Won-seob Seo, 
Chang-seon Park, 
Kyeong-hie Jeong",8.0
16834,tt2662500,Write Now,A young teen struggles to come to grips with pressures of the developmental years of her life in the midst of a generational conflicts.,Kevin Tolbert,"Ana Shaw, 
Alexander kent Bailey, 
Linda Britt, 
Monique Douglas",8.1
16863,tt6539390,Ruth: A Faithful Journey,"In this film, the modern adaptation of the story revolves around Boaz's company, B&B Manufacturing, in which Ruth applies for a secretarial position. The conflict arises when Boaz hires her...                See full summary »",Richie Johns,"Hannah Johns, 
Kyle Henry, 
Carrie Rooks, 
Travis Morrison",8.2
16900,tt4580926,Ososi Rakasi,"The plot is no more than a will-they/won't-they, I hate you/I love you, odd-couple Rom-Com; It goes through all the emotions of a human's heart from sad to mad and glad.",Raja Palepu,"Priyanka Sharma, 
Surya Sreenivas, 
Yogine Veeru, 
Tarhun Sharma",8.2
