,id,title,tags
82,tt0780521,The Princess and the Frog,"['A', 'waitress,', 'desperate', 'to', 'fulfill', 'her', 'dreams', 'as', 'a', 'restaurant', 'owner,', 'is', 'set', 'on', 'a', 'journey', 'to', 'turn', 'a', 'frog', 'prince', 'back', 'into', 'a', 'human', 'being,', 'but', 'she', 'has', 'to', 'face', 'the', 'same', 'problem', 'after', 'she', 'kisses', 'him.', 'AnikaNoniRose', 'KeithDavid', 'OprahWinfrey', 'BrunoCampos', 'RonClements', 'JohnMusker']"
83,tt0486655,Stardust,"['In', 'a', 'countryside', 'town', 'bordering', 'on', 'a', 'magical', 'land,', 'a', 'young', 'man', 'makes', 'a', 'promise', 'to', 'his', 'beloved', 'that', ""he'll"", 'retrieve', 'a', 'fallen', 'star', 'by', 'venturing', 'into', 'the', 'magical', 'realm.', 'CharlieCox', 'ClaireDanes', 'SiennaMiller', 'IanMcKellen', 'MatthewVaughn']"
84,tt0067992,Willy Wonka & the Chocolate Factory,"['A', 'poor', 'but', 'hopeful', 'boy', 'seeks', 'one', 'of', 'the', 'five', 'coveted', 'golden', 'tickets', 'that', 'will', 'send', 'him', 'on', 'a', 'tour', 'of', 'Willy', ""Wonka's"", 'mysterious', 'chocolate', 'factory.', 'GeneWilder', 'JackAlbertson', 'PeterOstrum', 'RoyKinnear', 'MelStuart']"
85,tt0198781,"Monsters, Inc.","['In', 'order', 'to', 'power', 'the', 'city,', 'monsters', 'have', 'to', 'scare', 'children', 'so', 'that', 'they', 'scream.', 'However,', 'the', 'children', 'are', 'toxic', 'to', 'the', 'monsters,', 'and', 'after', 'a', 'child', 'gets', 'through,', 'two', 'monsters', 'realize', 'things', 'may', 'not', 'be', 'what', 'they', 'think.', 'BillyCrystal', 'JohnGoodman', 'MaryGibbs', 'SteveBuscemi', 'PeteDocter', 'DavidSilverman', 'LeeUnkrich']"
86,tt0461770,Enchanted,"['A', 'young', 'maiden', 'in', 'a', 'land', 'called', 'Andalasia,', 'who', 'is', 'prepared', 'to', 'be', 'wed,', 'is', 'sent', 'away', 'to', 'New', 'York', 'City', 'by', 'an', 'evil', 'Queen,', 'where', 'she', 'falls', 'in', 'love', 'with', 'a', 'lawyer.', 'AmyAdams', 'SusanSarandon', 'JamesMarsden', 'PatrickDempsey', 'KevinLima']"
87,tt0892769,How to Train Your Dragon,"['A', 'hapless', 'young', 'Viking', 'who', 'aspires', 'to', 'hunt', 'dragons', 'becomes', 'the', 'unlikely', 'friend', 'of', 'a', 'young', 'dragon', 'himself,', 'and', 'learns', 'there', 'may', 'be', 'more', 'to', 'the', 'creatures', 'than', 'he', 'assumed.', 'JayBaruchel', 'GerardButler', 'ChristopherMintz-Plasse', 'CraigFerguson', 'DeanDeBlois', 'ChrisSanders']"
88,tt2948372,Soul,"['After', 'landing', 'the', 'gig', 'of', 'a', 'lifetime,', 'a', 'New', 'York', 'jazz', 'pianist', 'suddenly', 'finds', 'himself', 'trapped', 'in', 'a', 'strange', 'land', 'between', 'Earth', 'and', 'the', 'afterlife.', 'JamieFoxx', 'TinaFey', 'GrahamNorton', 'RachelHouse', 'PeteDocter', 'KempPowers']"
91,tt0101414,Beauty and the Beast,"['A', 'prince', 'cursed', 'to', 'spend', 'his', 'days', 'as', 'a', 'hideous', 'monster', 'sets', 'out', 'to', 'regain', 'his', 'humanity', 'by', 'earning', 'a', 'young', ""woman's"", 'love.', ""PaigeO'Hara"", 'RobbyBenson', 'JesseCorti', 'RexEverhart', 'GaryTrousdale', 'KirkWise']"
95,tt0311289,Holes,"['A', 'wrongfully', 'convicted', 'boy', 'is', 'sent', 'to', 'a', 'brutal', 'desert', 'detention', 'camp', 'where', 'he', 'joins', 'the', 'job', 'of', 'digging', 'holes', 'for', 'some', 'mysterious', 'reason.', 'ShiaLaBeouf', 'SigourneyWeaver', 'JonVoight', 'TimBlakeNelson', 'AndrewDavis']"
97,tt0398808,Bridge to Terabithia,"['A', ""preteen's"", 'life', 'turns', 'upside', 'down', 'when', 'he', 'befriends', 'the', 'new', 'girl', 'in', 'school', 'and', 'they', 'imagine', 'a', 'whole', 'new', 'fantasy', 'world', 'to', 'escape', 'reality.', 'JoshHutcherson', 'AnnaSophiaRobb', 'ZooeyDeschanel', 'RobertPatrick', 'GaborCsupo']"
